original_text,text,label
"Movie pathutu vanthu teaser pakuravanga, like pannuga","movie pathutu vanthu teaser pakuravanga, like pannuga",Positive
"Kadavula, ajith aaa aaa aaaaaaaaaaaa thala     God is   my, thala","kadavula, ajith aaa aaa aaaaaaaaaaaa thala god is my, thala",Positive
Movie again pakkanum pola eruku Cha epa pappeno waiting......,movie again pakkanum pola eruku cha epa pappeno waiting......,Positive
pink movie in hindi .final dialouge superrrr.,pink movie in hindi .final dialouge superrrr.,Positive
Ajith nadikkum near Konda Paarvai Thala Ajith🤘🤘🤘🤘🤘lathish liek,ajith nadikkum near konda paarvai thala ajith🤘🤘🤘🤘🤘lathish liek,Positive
Ithu enna amitha bchan movie ya. But Thala ethu sonalun ethu senchalum epadi act pnalum  engaluku pudikummm,ithu enna amitha bchan movie ya. but thala ethu sonalun ethu senchalum epadi act pnalum engaluku pudikummm,Positive
"Thala sonna rules ah follow panna poravanga,inime girls ah thappa paaka maatom nu solravanga like pannunga....","thala sonna rules ah follow panna poravanga,inime girls ah thappa paaka maatom nu solravanga like pannunga....",Positive
Padam blockbuster nu solravanga matum like,padam blockbuster nu solravanga matum like,Positive
Padaam pathuty vanthutu trailer pathavanga oru like poduga,padaam pathuty vanthutu trailer pathavanga oru like poduga,Positive
Yarullem fdfs patthutu inga varinga ...,yarullem fdfs patthutu inga varinga ...,Positive
Intha padam pudichavanga like pannunga seruppadi to haters...,intha padam pudichavanga like pannunga seruppadi to haters...,Positive
Yarellam padam paarthaachu??? Arputhamaana padam...don't miss it...,yarellam padam paarthaachu??? arputhamaana padam...don't miss it...,Positive
Padam vera level  Thala fans hit,padam vera level thala fans hit,Positive
Movie Chancey Ella yuvan songs and music unna Vida Vera yarum evlo Nalla pottu eruka mattanga.....love u Thalaaaaaa,movie chancey ella yuvan songs and music unna vida vera yarum evlo nalla pottu eruka mattanga.....love u thalaaaaaa,Positive
Padam Parthavanga vera level nenaichavanga lam oru like ah podunga,padam parthavanga vera level nenaichavanga lam oru like ah podunga,Positive
831k likes  76k comments  14 million views night kulla vandhudum super,831k likes 76k comments 14 million views night kulla vandhudum super,Positive
Padam Vera level  Thalaaaaa,padam vera level thalaaaaa,Positive
After FDFS Padam vera level #THALA,after fdfs padam vera level thala,Positive
Yaarellam movie paathutu inga vanthiga,yaarellam movie paathutu inga vanthiga,Positive
Ajith Voice - my god !!,ajith voice - my god !!,Positive
Mrg vara wait pana mudiyama Trailer pathu Veri yetha vanthavinga elam yaru...,mrg vara wait pana mudiyama trailer pathu veri yetha vanthavinga elam yaru...,Positive
Thtr la inaki paka porvanga Mattum like pannunga,thtr la inaki paka porvanga mattum like pannunga,Positive
Movie pathutu vanthu trailer... (thala)pakravaga like podugapa..... Thala verigala...,movie pathutu vanthu trailer... (thala)pakravaga like podugapa..... thala verigala...,Positive
Telugu remake in NBK movie name lawyer saab,telugu remake in nbk movie name lawyer saab,not-Tamil
1999 super hit movie vaali continuously 2019 blockbuster movie nerkonda paarvai,1999 super hit movie vaali continuously 2019 blockbuster movie nerkonda paarvai,Positive
"Dei Nala padam da, ithula epadi da fight varum?","dei nala padam da, ithula epadi da fight varum?",Positive
Super aana thala kku set aakale,super aana thala kku set aakale,Positive
Nalaiku thala ya pakaporom....marana waiting....for Thalapathy fans,nalaiku thala ya pakaporom....marana waiting....for thalapathy fans,Positive
Thala just mass action ila best marana mass action movie daaaaaa,thala just mass action ila best marana mass action movie daaaaaa,Positive
ayo enga oorla 1 week ku ticket aah book panni vachitanungale... 1 ticket kooda kedakalaye...,ayo enga oorla 1 week ku ticket aah book panni vachitanungale... 1 ticket kooda kedakalaye...,Positive
Shraddha shrinath fans from Karnataka hit like here.....,shraddha shrinath fans from karnataka hit like here.....,Positive
tmrw film release.. inikum trailer pakka vanthavinka yaru,tmrw film release.. inikum trailer pakka vanthavinka yaru,Positive
Waiting for thala dharisanam nalaiku pwolikalam,waiting for thala dharisanam nalaiku pwolikalam,Positive
Tomorw nkp movie first show paka kathirupavaga mattum oru like poduga,tomorw nkp movie first show paka kathirupavaga mattum oru like poduga,Positive
naalaiku thala darisanam wait panna mudiyala innaiku full ah nkp trailer paakravanga oru like a podunga,naalaiku thala darisanam wait panna mudiyala innaiku full ah nkp trailer paakravanga oru like a podunga,Positive
Vera level from Karnataka fan  Thala fans 🤚🤚🤚,vera level from karnataka fan thala fans 🤚🤚🤚,Positive
Trailer parthutu verii yethitu irukavaga like pannuga,trailer parthutu verii yethitu irukavaga like pannuga,Positive
Nkp movie ku Ticket book pannavanga hit like,nkp movie ku ticket book pannavanga hit like,Positive
naliku moviekaga iniku trailer pathu veri aethika ethana per vandurkinga????,naliku moviekaga iniku trailer pathu veri aethika ethana per vandurkinga????,Positive
Neraya neraya nerayaaaaaaa peru waiting thala,neraya neraya nerayaaaaaaa peru waiting thala,Positive
BOOKED TICKETS... THURSDAY EVENING SHOW,booked tickets... thursday evening show,Positive
Reviews pathutu vanthavanga yarrellam  August 8 ku waiting  Bharath Subramanian entry (Thala name in NKP),reviews pathutu vanthavanga yarrellam august 8 ku waiting bharath subramanian entry (thala name in nkp),Positive
Abiya oh thala kudava nadichurukka kadavule abi alugachi,abiya oh thala kudava nadichurukka kadavule abi alugachi,Positive
Idhula abi ah ipa dha pa pakaren,idhula abi ah ipa dha pa pakaren,Positive
Oruthar mela neenga visuvasam katrathukaga inoruthara yen asinga paduthuringa ...dialogue nice,oruthar mela neenga visuvasam katrathukaga inoruthara yen asinga paduthuringa ...dialogue nice,Positive
movie naticha Oru oruththangaloda interview pathutu pathtu intha teaser pakuren pa semma mass thala nenga,movie naticha oru oruththangaloda interview pathutu pathtu intha teaser pakuren pa semma mass thala nenga,Positive
Trailer pathu veri aetha varavanga yaravathu..??!! Waitinggg,trailer pathu veri aetha varavanga yaravathu..??!! waitinggg,Positive
Firstday first porvanga mattum like podungga,firstday first porvanga mattum like podungga,Positive
8th yaru yailam leave apply pani irukiga  oru like poduga,8th yaru yailam leave apply pani irukiga oru like poduga,Positive
1:10 bigboss abirami periya mairu maari kaththara,1:10 bigboss abirami periya mairu maari kaththara,Negative
"Now watching fans like pannunga ,","now watching fans like pannunga ,",Positive
Thalaaaa jst 3 days more,thalaaaa jst 3 days more,Positive
0:47 goosebumps bgm thala + yuvan,0:47 goosebumps bgm thala + yuvan,Positive
Film flop nu sorlavaga Like panuga dudes..,film flop nu sorlavaga like panuga dudes..,Negative
Guys inum 170K Likes Vantha 1M Vanthurum....!!,guys inum 170k likes vantha 1m vanthurum....!!,Positive
I am waiting waiting waiting,i am waiting waiting waiting,Positive
naanum thala rasikan thaan aana intha padam sema mokkaiyathaan irukkum naan intha padaa thha paaka theatrekke pogamatten mokkaiya irukkum;#&#*'&#(#&@,naanum thala rasikan thaan aana intha padam sema mokkaiyathaan irukkum naan intha padaa thha paaka theatrekke pogamatten mokkaiya irukkum; & *'& ( &@,Negative
Waiting for Thalaaaaaaaaaaaaaaaaaaaaaaa back with,waiting for thalaaaaaaaaaaaaaaaaaaaaaaa back with,Positive
G***mala thala tucker doi!!!! Film blockbuster!!,g***mala thala tucker doi!!!! film blockbuster!!,Positive
"Ayioooooo THALA,, SEMA, AM EXCITED TO UR SCREEN,,,,,,,","ayioooooo thala,, sema, am excited to ur screen,,,,,,,",Positive
Ye movie to bollywood pink ki remek hai....,ye movie to bollywood pink ki remek hai....,not-Tamil
"Ithu, Hindi movie 'pink' remake pannathu.","ithu, hindi movie 'pink' remake pannathu.",Positive
Pink movie ka remake hai ye movie,pink movie ka remake hai ye movie,Positive
Ajith idhe mari diff diff ana padam panna nallarkum,ajith idhe mari diff diff ana padam panna nallarkum,Positive
Today trailer paaththu padam paakka wait panravangka like podungka.,today trailer paaththu padam paakka wait panravangka like podungka.,Positive
Bigg boss abirami I am waiting,bigg boss abirami i am waiting,Positive
4days to go for thala darisanam,4days to go for thala darisanam,Positive
Unmayana  kelvi.. Oruvarukku visvasatha katta  Innouvana asinga paduthi taan kattum... enda muttal manidanin ulagam...,unmayana kelvi.. oruvarukku visvasatha katta innouvana asinga paduthi taan kattum... enda muttal manidanin ulagam...,Positive
Thaalaaaaaaaa...padam nerunga nerunga again again paathu veri ethikiravnaga like podunga,thaalaaaaaaaa...padam nerunga nerunga again again paathu veri ethikiravnaga like podunga,Positive
sema ya iruku thala thala than...I love you thala,sema ya iruku thala thala than...i love you thala,Positive
Theatre ulla poi movie parkura varaikum paartha piragum kooda trailer paarkuratha niruthatheenga,theatre ulla poi movie parkura varaikum paartha piragum kooda trailer paarkuratha niruthatheenga,Positive
Chennai la booking start aagiduchu movie ku,chennai la booking start aagiduchu movie ku,Positive
Innum 5 naal than erukku....NKP ku waiting la erukkavanga hit like... Thala....,innum 5 naal than erukku....nkp ku waiting la erukkavanga hit like... thala....,Positive
Pinga vida Nkp trilar mass tala i love  you,pinga vida nkp trilar mass tala i love you,Positive
Thala  always gethu dha,thala always gethu dha,Positive
Aug 8 fdfs ticket eduthavn lam oru like podu,aug 8 fdfs ticket eduthavn lam oru like podu,Positive
THALA .. WAITING FOR AUG 8,thala .. waiting for aug 8,Positive
August 8-12 .am first day first show paka poravanga like panunga,august 8-12 .am first day first show paka poravanga like panunga,Positive
Enna Da  Vara vara Thala an thalapathy Ku hater lam koraichikunu varadhu   Dislike la romba kamiya irruku,enna da vara vara thala an thalapathy ku hater lam koraichikunu varadhu dislike la romba kamiya irruku,Positive
Sri mahalakxmi   tealugu movie  full movie  dibieng,sri mahalakxmi tealugu movie full movie dibieng,Negative
Dai nkp traileruku 800k like  Singapenne pattukku 765k like da Only thalapathi,dai nkp traileruku 800k like singapenne pattukku 765k like da only thalapathi,Positive
Thala ajith nerkondaparvai just 7 days,thala ajith nerkondaparvai just 7 days,Positive
Pppppaaa apdi iruku semma  ethana time tha pakarathu..eagerly waiting,pppppaaa apdi iruku semma ethana time tha pakarathu..eagerly waiting,Positive
Neraya neraya ....iruku ...sikiram Release panuga ...thala Veriyan,neraya neraya ....iruku ...sikiram release panuga ...thala veriyan,Positive
Superb   Jiiva Kooda Oru Film Pannanum,superb jiiva kooda oru film pannanum,Positive
Thala Mass Speech  Likes Panunga Comments Panunga,thala mass speech likes panunga comments panunga,Positive
semma mokka onnume phriyala thalabathi trailor varuthu Peru bhigilu therikka poguthu thalabathi fan da,semma mokka onnume phriyala thalabathi trailor varuthu peru bhigilu therikka poguthu thalabathi fan da,Negative
Thala mass Pakka gentleman Ippadi niraye niraye niraye padam pannuvaar. Ethirinke paathitt poyitter,thala mass pakka gentleman ippadi niraye niraye niraye padam pannuvaar. ethirinke paathitt poyitter,Positive
Only 7 days .  Thala bloods..... .. therika vidalama pangaligalaaaa,only 7 days . thala bloods..... .. therika vidalama pangaligalaaaa,Positive
Today pathavan mattum like ah podu,today pathavan mattum like ah podu,Positive
Padam blockbuster aana enna aavalana enna.. nama poi namma velaiya papom 🤪,padam blockbuster aana enna aavalana enna.. nama poi namma velaiya papom 🤪,Positive
manju checheye kurahum koodi ulpettuthanam ayirunooo,manju checheye kurahum koodi ulpettuthanam ayirunooo,not-Tamil
Vetrimaran standard ku illadha madhiri iruku,vetrimaran standard ku illadha madhiri iruku,Negative
Two weeks vijay tvla potruvan appa pathukalam,two weeks vijay tvla potruvan appa pathukalam,Positive
Super trailer  pudhumai vettrimaran Danush vettri kootani,super trailer pudhumai vettrimaran danush vettri kootani,Positive
BGM vera level gv Prakash fan daw,bgm vera level gv prakash fan daw,Positive
"Rasanai illadha pullingow, apdi enna korai ah kandu pudichitanga indha video lae dislike panra alavukku","rasanai illadha pullingow, apdi enna korai ah kandu pudichitanga indha video lae dislike panra alavukku",Positive
Nammatta kadu iruntha vangikkuvanunga Nammatta roova iruntha pudingikkuvanunga Namma padippa mattum eduthukkave mudiyathu chithambaram Vera level dialogue,nammatta kadu iruntha vangikkuvanunga nammatta roova iruntha pudingikkuvanunga namma padippa mattum eduthukkave mudiyathu chithambaram vera level dialogue,Positive
BGM engeyo ketta mathiri irukk..  veeram,bgm engeyo ketta mathiri irukk.. veeram,Negative
@1.10 dhanus looks remain Kamal Hassan look in virumandi.,.10 dhanus looks remain kamal hassan look in virumandi.,Positive
Enna da nkp theme music ah 0:42 pottu irukinga??!!!,enna da nkp theme music ah 0:42 pottu irukinga??!!!,Negative
Danush gethu ....stop sila mokkapadangal maaaar3eee,danush gethu ....stop sila mokkapadangal maaaar3eee,Positive
Nallaarukkuppaa.   Olli meesa = Like  Meesa with thaadi = comment,nallaarukkuppaa. olli meesa = like meesa with thaadi = comment,Negative
"Vetrimaran unakku ratham, kolai, aruval ithu illamma padam edukka theriyatha ???","vetrimaran unakku ratham, kolai, aruval ithu illamma padam edukka theriyatha ???",Mixed_feelings
Worst trailer. Kai la katheyoda suthuravana hero a katratha first nepanguna mental gala,worst trailer. kai la katheyoda suthuravana hero a katratha first nepanguna mental gala,Negative
It Seems like  MUST WATCH FILM,it seems like must watch film,Positive
Great #dark #vetrimaaran #dhanush #gvp  #kalaipulithanusir ..master piece,great dark vetrimaaran dhanush gvp kalaipulithanusir ..master piece,Positive
Next award ah yov ennaya நீங்க ....,next award ah yov ennaya நீங்க ....,Positive
Asuran tha mass vera yethuvun illa,asuran tha mass vera yethuvun illa,Positive
Is movi ka music bahut dasu hh jai asuran,is movi ka music bahut dasu hh jai asuran,not-Tamil
Innum ye trending la varla3.4 m views,innum ye trending la varla3.4 m views,Positive
Gv prakash theme music pichu uthurathu....intha deepavaliku asuran ku thanga vettai da..,gv prakash theme music pichu uthurathu....intha deepavaliku asuran ku thanga vettai da..,Positive
300 times kum mele paarthutte marana mass da...   Fan from kerala,300 times kum mele paarthutte marana mass da... fan from kerala,Mixed_feelings
"Ennapa GV,  bgm viswasam matri iruku.. athukula copy adicha epudi..","ennapa gv, bgm viswasam matri iruku.. athukula copy adicha epudi..",Negative
I like gvp fan bgm therikkutha,i like gvp fan bgm therikkutha,Positive
"Dhanush anna kazhuthula ruthrasha kotta illa, karuppu kairu mattum irukku, avuroda pasangalukum athey maari kairu kazhuthula iruku","dhanush anna kazhuthula ruthrasha kotta illa, karuppu kairu mattum irukku, avuroda pasangalukum athey maari kairu kazhuthula iruku",Positive
1:19 la paarunga muttu muttu teejay irupaaru,1:19 la paarunga muttu muttu teejay irupaaru,Positive
TEEJAY anna marana mass getup in asuran Tamil cinema,teejay anna marana mass getup in asuran tamil cinema,Positive
Please telugu version kuda dub cheyandi danush sir ki telugu fans kuda unnaru,please telugu version kuda dub cheyandi danush sir ki telugu fans kuda unnaru,Positive
Vera level movie I am waiting,vera level movie i am waiting,Positive
BALAGI SAKTHIVEL SIR SARIYA PORUNTHIRUKARYAA POLICE KARARA,balagi sakthivel sir sariya porunthirukaryaa police karara,Positive
Epdi national award ipove vangikratha illa aprm neengale kooptu kudupingala,epdi national award ipove vangikratha illa aprm neengale kooptu kudupingala,Positive
Raja raja cholan kita aditchi vaangirukka vendiyadhaana daa paadu,raja raja cholan kita aditchi vaangirukka vendiyadhaana daa paadu,Negative
Trending no 1 aakunga paa,trending no 1 aakunga paa,Positive
Enna da trending laye kaanom ....,enna da trending laye kaanom ....,Positive
Simbhu rasikan yethana per paka vanthurikingha potra like ah,simbhu rasikan yethana per paka vanthurikingha potra like ah,Positive
Enga ooru paasha ketkave nalla iruku,enga ooru paasha ketkave nalla iruku,Positive
Padam vera level a irukum pola,padam vera level a irukum pola,Positive
Oru oru shot oru diamond maadhiri irukuthu,oru oru shot oru diamond maadhiri irukuthu,Positive
"அசுரன், ஆடுகளாம், வட சென்னை, பெல்லாதவன்  National award flims and cult thriller movie D+v = block buster","அசுரன், ஆடுகளாம், வட சென்னை, பெல்லாதவன் national award flims and cult thriller movie d+v = block buster",Positive
Enna appa rangasthalam remake ha irukum pola,enna appa rangasthalam remake ha irukum pola,Negative
Eddu pakka telugu rangasthallam movie scene maari,eddu pakka telugu rangasthallam movie scene maari,Negative
bgm. ... NKP ...bgm  .....va .....gv ...no.,bgm. ... nkp ...bgm .....va .....gv ...no.,Negative
CG words romba simple ahh pannirukanga,cg words romba simple ahh pannirukanga,Positive
எத்தன HATTERS dislike pannunalum asuran movie kku award confirm by:PURE DHANUSH ANNA FAN,எத்தன hatters dislike pannunalum asuran movie kku award confirm by:pure dhanush anna fan,Positive
eean thaan intha ulakathula UNLIKE pannurathukea oru kootam irukoo theriyala,eean thaan intha ulakathula unlike pannurathukea oru kootam irukoo theriyala,Positive
படம்தான் vegama ponum na பாத்தா tailor ivlo vegama poguthu,படம்தான் vegama ponum na பாத்தா tailor ivlo vegama poguthu,Positive
ivlo violence kandippa intha padathukku A certificate kodukkanum...intha padatha yaaru thalaila katta poraano thaanu..vaangura distributors ungalukku sangu thaandaa...soothanmaa irunthukunga..,ivlo violence kandippa intha padathukku a certificate kodukkanum...intha padatha yaaru thalaila katta poraano thaanu..vaangura distributors ungalukku sangu thaandaa...soothanmaa irunthukunga..,Negative
Not so good/mesmerizing like Visaranai and Vadachennai trailer,not so good/mesmerizing like visaranai and vadachennai trailer,Negative
50 times Mela patha bro elam like podu,50 times mela patha bro elam like podu,Positive
*Tha Trailer Na Ipdi Irukkanum..... Anga Oru Mini Jukebox Ah Release pannitu Trailer nu mokka poduraanga,*tha trailer na ipdi irukkanum..... anga oru mini jukebox ah release pannitu trailer nu mokka poduraanga,Mixed_feelings
Nan thalaivre tralare ra 40tamies Ku mela pathuten I am whating asuran,nan thalaivre tralare ra 40tamies ku mela pathuten i am whating asuran,Mixed_feelings
Bgm is vera level. Resembles marudhanayagam.,bgm is vera level. resembles marudhanayagam.,Positive
Manju chechi and danush combo katta waiting,manju chechi and danush combo katta waiting,Positive
Bgm vere levelnu solravanga lika podungaya,bgm vere levelnu solravanga lika podungaya,Positive
Pyangram.. Santhosh narayanan Sir ah use pannirukkalam,pyangram.. santhosh narayanan sir ah use pannirukkalam,Positive
Adei anga ENPT trailer mukkitu iruku innum,adei anga enpt trailer mukkitu iruku innum,Positive
Bgm lite ah kaththi bgm maari irrukula,bgm lite ah kaththi bgm maari irrukula,Negative
Tharamana sambavam great vetri maran  and dhanush,tharamana sambavam great vetri maran and dhanush,Positive
Vadakuran character namalu adukalam naren sariyana choice......,vadakuran character namalu adukalam naren sariyana choice......,Positive
Gv is back .... Morayana theme ... Pesama. Ni again musicku vandhu gv,gv is back .... morayana theme ... pesama. ni again musicku vandhu gv,Positive
Sir trailer realesa epa padam release october 6 ah illa 4 ah,sir trailer realesa epa padam release october 6 ah illa 4 ah,Positive
Va thalaivaaaaa trailere evalo maaasu unna antha screenla pakumbothu#Dhanush blood,va thalaivaaaaa trailere evalo maaasu unna antha screenla pakumbothu dhanush blood,Positive
Namaku thevaiyanathu  awards🤘 namba tha adichi  vanganum,namaku thevaiyanathu awards🤘 namba tha adichi vanganum,Negative
Thalaivaa kola mass Vera leavel,thalaivaa kola mass vera leavel,Positive
"Kommala dai ennaram 5 million vanthrukum , divo","kommala dai ennaram 5 million vanthrukum , divo",Negative
Aiyoo Movie release date sollunga pa  Veri eruthu  Yaarachu movie rls date sollunga,aiyoo movie release date sollunga pa veri eruthu yaarachu movie rls date sollunga,Positive
Vera leval    waiting thalaivaaaaa,vera leval waiting thalaivaaaaa,Positive
kanyakumari district illaya super star DHANUSH bloods thool kalapuvom,kanyakumari district illaya super star dhanush bloods thool kalapuvom,Positive
100 times  pathavanga like podunga,100 times pathavanga like podunga,Mixed_feelings
"Its again Vetrimaaran, dhanush& gv","its again vetrimaaran, dhanush& gv",Positive
Vera leval teaser  padam kandipa blockbuster agum,vera leval teaser padam kandipa blockbuster agum,Positive
Ena da idhu #Dunkirk bgm'a copy adicha mari iruku.. #hansZimmer paavam summa vidadu da...,ena da idhu dunkirk bgm'a copy adicha mari iruku.. hanszimmer paavam summa vidadu da...,Negative
Wowwwwwwwwwwwww........ danush annaaaaaaa love u so much...,wowwwwwwwwww danush annaaaaaaa love u so much...,Positive
Who is getting goosebumps like a #Vadachennai #Asuran #kolaMasu,who is getting goosebumps like a vadachennai asuran kolamasu,Positive
Repeat Mode la Trailer pakravan mattum like Podunga,repeat mode la trailer pakravan mattum like podunga,Mixed_feelings
Teejay anna va nadika vachathuku thanks vetri maaran sir,teejay anna va nadika vachathuku thanks vetri maaran sir,Positive
Bgm visvasam bgm slow motion la ketta madhiri iruku.,bgm visvasam bgm slow motion la ketta madhiri iruku.,Negative
Dhanush anna kku.. oru NATIONAL AWARD parcel....🤪,dhanush anna kku.. oru national award parcel....🤪,Positive
Innoru national award vangama poga mattanga polaye???,innoru national award vangama poga mattanga polaye???,Positive
Maaaasssssssssss OF Dhanuuuussssshhhhh fire Music,maaaasssssssssss of dhanuuuussssshhhhh fire music,Positive
Ethra kaalam kayinjhaalum dhanushkk cheruppavum valuppavum ore padathil cheyyaan kazhiyum,ethra kaalam kayinjhaalum dhanushkk cheruppavum valuppavum ore padathil cheyyaan kazhiyum,not-Tamil
anushkayo.....nayanso..thamannayo..illel navya nairo meera jasmino illayo..enthinaa,anushkayo.....nayanso..thamannayo..illel navya nairo meera jasmino illayo..enthinaa,not-Tamil
dhanush veriyan da ! ! !,dhanush veriyan da ! ! !,Positive
Dhanush looks Kola mass... Who is agree like me,dhanush looks kola mass... who is agree like me,Positive
Ide en inum trending la varla..? idha vda romba kammi views ruka videos lam trending la ruku,ide en inum trending la varla..? idha vda romba kammi views ruka videos lam trending la ruku,Positive
"Dhanush and vetri maran fans yaar, yaaru oru like podunga..","dhanush and vetri maran fans yaar, yaaru oru like podunga..",Positive
Dhanush Anna vera level u look awesome,dhanush anna vera level u look awesome,Positive
g v neenga nadikirathuku pathila music potrukalam meratitaru,g v neenga nadikirathuku pathila music potrukalam meratitaru,Positive
GVP killedd the bgmmwathaaa kolaaa masss bgmmm,gvp killedd the bgmmwathaaa kolaaa masss bgmmm,Positive
G. V. Prakash kumar fan's like hits bro....,g. v. prakash kumar fan's like hits bro....,Positive
Caste base panni movie illana nalla irukkum,caste base panni movie illana nalla irukkum,Mixed_feelings
Dislike pottuvan sk fan ah tha eruppan.. .Echa shiva karthi naiye,dislike pottuvan sk fan ah tha eruppan.. .echa shiva karthi naiye,Negative
Paaka smart Aana hero ila but tallent irunthaa poathum jeiklaamnundrathuku example dhanush tha,paaka smart aana hero ila but tallent irunthaa poathum jeiklaamnundrathuku example dhanush tha,Positive
Yow military (Teejay) Nee Ennaya Panra Inga ?,yow military (teejay) nee ennaya panra inga ?,Positive
Gv Prakash Kumar Is Back   ....,gv prakash kumar is back ....,Positive
Marana waiting pandravanga mattum like pannunga........asuran verithanam.......,marana waiting pandravanga mattum like pannunga........asuran verithanam.......,Positive
"Manju warrier uh adhu , na kuda Anushka nu nenachen","manju warrier uh adhu , na kuda anushka nu nenachen",Positive
All time record in Tamil cinema,all time record in tamil cinema,Positive
Trailer ivalavu mokkaiya irukku....kandippa Padam hit movie,trailer ivalavu mokkaiya irukku....kandippa padam hit movie,Positive
it works ..... it will work,it works ..... it will work,Positive
Elam ok but super Hero ku voice matum Chinna kolantha mari ituku,elam ok but super hero ku voice matum chinna kolantha mari ituku,Positive
all india kicha sudeep fanz likr,all india kicha sudeep fanz likr,not-Tamil
Osm trailer 🤩 2019 best trailer Bigil🤩 Hero🤩,osm trailer 🤩 2019 best trailer bigil🤩 hero🤩,Positive
I am jayam ravi anna fan.,i am jayam ravi anna fan.,Positive
Visual and bgm spl sivaa asome,visual and bgm spl sivaa asome,Positive
Shivakarthikeyan fans hit like here,shivakarthikeyan fans hit like here,Positive
Ada nalla irukum polaye da,ada nalla irukum polaye da,Positive
Sir nenga Enna than try pannalum Eli yaanai aagathu,sir nenga enna than try pannalum eli yaanai aagathu,Negative
Black sheep kutty moonji vivek fans hite like,black sheep kutty moonji vivek fans hite like,Positive
U1 Bgm Paaka vanthavanga like punnuga,u1 bgm paaka vanthavanga like punnuga,Positive
No Yogi Babu  In a Tamil movie??,no yogi babu in a tamil movie??,Positive
"Etha naya Adeka da...Hero zero Thu...superman,,Spider-Man pathuerupika..evaru oru mairuman...","etha naya adeka da...hero zero thu...superman,,spider-man pathuerupika..evaru oru mairuman...",Negative
Therikke fans hit like arjun sir,therikke fans hit like arjun sir,Positive
Marvel dc fans ellam orom pongada 🤣🤣,marvel dc fans ellam orom pongada 🤣🤣,Mixed_feelings
"ipom comentla pathi peru sk,u1,arjun,sakthimanetc..fans like pana solvanga.yanda.","ipom comentla pathi peru sk,u1,arjun,sakthimanetc..fans like pana solvanga.yanda.",Negative
Yara ivan comedy piece angutu poda🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,yara ivan comedy piece angutu poda🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Negative
Trailer ela semmaya dha iruku...aana SK va patha dha super hero feel vara matikudhu,trailer ela semmaya dha iruku...aana sk va patha dha super hero feel vara matikudhu,Mixed_feelings
Blockbuster aagum nu solravanga like pannunga,blockbuster aagum nu solravanga like pannunga,Negative
Ithaiyum mass nu solra oru kootam irukku 🤦‍🤦‍,ithaiyum mass nu solra oru kootam irukku 🤦‍🤦‍,Positive
சுயமாக சிந்திக்க தெரிஞ்சவன் தான் சூப்பர் ஹீரோ' - 100% true in the age information abundance and mass distractions.,சுயமாக சிந்திக்க தெரிஞ்சவன் தான் சூப்பர் ஹீரோ' - 100% true in the age information abundance and mass distractions.,Positive
"Ennada Commentla ACTION KING , ACTION KING, ACTION KING ah vararu....!","ennada commentla action king , action king, action king ah vararu....!",Positive
Arjun scientist siva hero  Like batman,arjun scientist siva hero like batman,Positive
Best trailer sk fans like here,best trailer sk fans like here,Positive
I think kanithan story konjam varuthu anyway movie nalla vantha sari,i think kanithan story konjam varuthu anyway movie nalla vantha sari,Positive
Nvp voda recorda break pannanum solravanga..like pannunga,nvp voda recorda break pannanum solravanga..like pannunga,Mixed_feelings
I am an AA fan but sk pwoliyaaa,i am an aa fan but sk pwoliyaaa,Negative
"Engayo kadasila ketta maathirikke music ending,  Ohh Sherlock holmes  saaa","engayo kadasila ketta maathirikke music ending, ohh sherlock holmes saaa",Positive
"Blacksheep : ayazzz ,,kutty moonji fans like. ..","blacksheep : ayazzz ,,kutty moonji fans like. ..",Positive
Trailer aa vida bgm vera level,trailer aa vida bgm vera level,Positive
Otha sivakarthikyan Ellam hero waaa??? Nadikveeee theriyathu,otha sivakarthikyan ellam hero waaa??? nadikveeee theriyathu,Negative
YuvaN       BGM,yuvan bgm,Positive
Blockbuster nu nenaikuravanga like podunga,blockbuster nu nenaikuravanga like podunga,Mixed_feelings
"Romba overa tha poramo povom, enna pannituvanga   But, trailer nalla irukku pa","romba overa tha poramo povom, enna pannituvanga but, trailer nalla irukku pa",Positive
"Oru Manisana  azhichidalam, avanudaiya sinthanaiyaium sitthanthathaium yaralum azhikka mudiyathu..  Lovely both of   Suyama sinthikka therinjavanga ellarume HERO than.","oru manisana azhichidalam, avanudaiya sinthanaiyaium sitthanthathaium yaralum azhikka mudiyathu.. lovely both of suyama sinthikka therinjavanga ellarume hero than.",Positive
Vijay ah minjiruvaru pola.. Innum konja movies la,vijay ah minjiruvaru pola.. innum konja movies la,Mixed_feelings
01:29 it's a true line  Arjun na arjun thaaya,01:29 it's a true line arjun na arjun thaaya,Positive
"Ipdi thaan முகமூடி nu Oru padam vanthuchi, I hope anda mathiri irukathunu nenaikaran ..... Padam nallabadiya varanum nu vendikiran","ipdi thaan முகமூடி nu oru padam vanthuchi, i hope anda mathiri irukathunu nenaikaran ..... padam nallabadiya varanum nu vendikiran",Positive
Ennaa daa sedhukki vechirukkeenga frame by frame...,ennaa daa sedhukki vechirukkeenga frame by frame...,Positive
